item,ans_ind,ans_text,ans_prop,state
112. How do you pronounce the word for the type of drug that acts as central nervous system depressant and is used as a sedative or hypnotic? (Please do not look up the word in a dictionary before answering this question.),c,I don't use either of these,9.09,NE
112. How do you pronounce the word for the type of drug that acts as central nervous system depressant and is used as a sedative or hypnotic? (Please do not look up the word in a dictionary before answering this question.),d,other,0.61,NE
113. amphitheater,a,f,50.61,NE
113. amphitheater,b,p,48.78,NE
113. amphitheater,c,other,0.61,NE
114. citizen,a,[s],31.1,NE
114. citizen,b,[z],68.9,NE
"115. What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",a,a moot point,92.73,NE
"115. What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",b,a mute point,2.42,NE
"115. What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",c,either one of the above,1.21,NE
"115. What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",d,I have no idea,3.64,NE
"116. How do you pronounce the -sp- sequence in ""thespian"" (the word meaning ""actor"")?",a,"[sp] (as in ""desperate"")",82.21,NE
"116. How do you pronounce the -sp- sequence in ""thespian"" (the word meaning ""actor"")?",b,"[zb] (rhymes with ""lesbian"")",17.79,NE
117. What do you call the level of a building that is partly or entirely underground?,a,basement,56.1,NE
117. What do you call the level of a building that is partly or entirely underground?,c,"I use both, and they mean the same thing",5.49,NE
117. What do you call the level of a building that is partly or entirely underground?,d,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",17.07,NE
117. What do you call the level of a building that is partly or entirely underground?,e,"A cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",18.29,NE
117. What do you call the level of a building that is partly or entirely underground?,f,other,3.05,NE
118. What do you call a drive-through liquor store?,a,brew thru,1.23,NE
118. What do you call a drive-through liquor store?,e,beverage barn,0.62,NE
118. What do you call a drive-through liquor store?,f,"we have these in my area, but we have no special term for them",50,NE
118. What do you call a drive-through liquor store?,g,I have never heard of such a thing,37.04,NE
118. What do you call a drive-through liquor store?,h,other,11.11,NE
119. What do you call food that you buy at a restaurant but then eat at home?,a,take-out,55.76,NE
119. What do you call food that you buy at a restaurant but then eat at home?,b,carry-out,6.06,NE
119. What do you call food that you buy at a restaurant but then eat at home?,c,either take-out or carry-out,35.15,NE
119. What do you call food that you buy at a restaurant but then eat at home?,d,other,3.03,NE
120. What do you say when you want to lay claim to the front seat of a car?,a,dibs,31.33,NE
120. What do you say when you want to lay claim to the front seat of a car?,b,shotgun,59.64,NE
120. What do you say when you want to lay claim to the front seat of a car?,e,I have no term for this,6.02,NE
120. What do you say when you want to lay claim to the front seat of a car?,f,other,3.01,NE
121. What word do you use for gawking at someone in a lustful way?,a,ogle,40.85,NE
121. What word do you use for gawking at someone in a lustful way?,b,oogle,18.29,NE
121. What word do you use for gawking at someone in a lustful way?,c,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",21.95,NE
121. What word do you use for gawking at someone in a lustful way?,d,I use both oogle and ogle interchangeably,3.05,NE
121. What word do you use for gawking at someone in a lustful way?,e,"I use both ogle and ""oggle""",4.88,NE
121. What word do you use for gawking at someone in a lustful way?,f,I have no word for this activity,8.54,NE
121. What word do you use for gawking at someone in a lustful way?,g,other,2.44,NE
"122. Do you say ""expecially"", or ""especially""?",a,"expecially (or ""ecspecially"" or ""ekspecially"")",1.81,NE
"122. Do you say ""expecially"", or ""especially""?",b,especially,95.18,NE
"122. Do you say ""expecially"", or ""especially""?",c,I use both interchangeably,1.81,NE
"122. Do you say ""expecially"", or ""especially""?",e,other,1.2,NE
1. aunt,a,"[] as in ""ah""",49.59,NH
1. aunt,b,"[] as in ""ant""",13.22,NH
1. aunt,c,"[] as in ""caught""",11.57,NH
1. aunt,d,"I have the same vowel in ""ah"", ""caught"", and ""aunt""",10.74,NH
1. aunt,f,"I use [/] when referring to the general concept of an aunt, but [] when referring to a specific person by name.",10.74,NH
1. aunt,g,"I use [] when referring to the general concept of an aunt, but [/] when referring to a specific person by name.",2.48,NH
1. aunt,h,other,1.65,NH
2. been,a,"[] as in ""sit""",43.33,NH
2. been,b,"[i:] as in ""see""",3.33,NH
2. been,c,"[] as in ""set""",50,NH
2. been,d,other,3.33,NH
"3. the first vowel in ""Bowie knife""",a,"[o:] as in ""Bo""",70.25,NH
"3. the first vowel in ""Bowie knife""",b,"[u:] as in ""boo""",14.88,NH
"3. the first vowel in ""Bowie knife""",c,"I have seen this word in print, but have no idea how to pronounce it",7.44,NH
"3. the first vowel in ""Bowie knife""",d,I have never seen or heard this word,5.79,NH
"3. the first vowel in ""Bowie knife""",e,other,1.65,NH
4. caramel,a,"with 2 syllables (""car-ml"")",10.66,NH
4. caramel,b,"with 3 syllables (""carra-mel"")",67.21,NH
4. caramel,c,I use both interchangeably,16.39,NH
4. caramel,d,"I have both forms, but the two have different meanings (please state how in the comments box)",2.46,NH
4. caramel,e,other,3.28,NH
"5. the vowel in the second syllable of ""cauliflower""",a,"[i:] as in ""see""",54.55,NH
"5. the vowel in the second syllable of ""cauliflower""",b,"[] as in ""sit""",42.98,NH
"5. the vowel in the second syllable of ""cauliflower""",c,other,2.48,NH
"6. the last vowel in ""centaur""",a,"[] as in ""car"" (""sen-tar"")",28.33,NH
"6. the last vowel in ""centaur""",b,"[] as in ""caught""",5.83,NH
"6. the last vowel in ""centaur""",c,"I use the same vowel in ""car"", ""caught"", and ""centaur""",10,NH
"6. the last vowel in ""centaur""",d,"rhymes with ""sore"" and ""more"" (""sen-tore"")",48.33,NH
"6. the last vowel in ""centaur""",e,other,7.5,NH
7. coupon,a,"with [u:] as in ""coop"" (""coopon"")",83.61,NH
7. coupon,b,"with [ju:] as in ""cute"" (""cyoopon"")",16.39,NH
8. Craig (the name),a,"[] as in ""set""",27.87,NH
8. Craig (the name),b,"[e:] as in ""say""",29.51,NH
8. Craig (the name),c,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",22.13,NH
8. Craig (the name),d,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",18.03,NH
8. Craig (the name),e,other,2.46,NH
9. crayon,a,"[] as in ""man"" (1 syllable, ""cran"")",6.61,NH
9. crayon,b,"[ej] (2 syllables, ""cray-ahn"")",20.66,NH
9. crayon,c,"[ej] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",70.25,NH
9. crayon,e,other,2.48,NH
10. creek (a small body of running water),a,"[i:] as in ""see""",93.39,NH
10. creek (a small body of running water),b,"[] as in ""sit""",1.65,NH
10. creek (a small body of running water),c,I use both interchangeably,3.31,NH
10. creek (a small body of running water),f,other,1.65,NH
"11. the first vowel in ""Florida""",a,"[o:] as in ""flow"" (""flow-ri-da"")",2.5,NH
"11. the first vowel in ""Florida""",b,"[] as in ""ah"" (""flah-ri-da"")",7.5,NH
"11. the first vowel in ""Florida""",c,"[] as in ""saw"" (""flaw-ri-da"")",10.83,NH
"11. the first vowel in ""Florida""",d,"[] as in ""sore"" (""flore-i-da"")",75.83,NH
"11. the first vowel in ""Florida""",e,other,3.33,NH
12. flourish,a,"[] as in ""bird"" (""flurr-ish"")",39.83,NH
12. flourish,b,"[] as in ""sore"" (""flore-ish"")",44.07,NH
12. flourish,c,"[] as in ""sun"" (""fluh-rish"")",12.71,NH
12. flourish,d,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),3.39,NH
"13. the last vowel in ""handkerchief""",a,"[i:] as in ""see""",35.9,NH
"13. the last vowel in ""handkerchief""",b,"[] as in ""sit""",61.54,NH
"13. the last vowel in ""handkerchief""",c,other,2.56,NH
